customer_id,churn_date,churn_flag
369,,0
370,2020-11-08,1
371,,0
372,,0
373,,0
374,,0
375,,0
376,2020-02-06,1
377,,0
378,,0
379,,0
380,01-12-2021,1
381,2021-08-09,1
382,,0
383,,0
384,,0
385,2021-06-09,1
386,,0
387,02-01-2021,1
388,,0
389,,0
390,,0
391,,1
392,2020-02-06,1
393,,0
394,,0
395,,0
396,,0
397,,0
398,,0
399,,0
400,,0
401,,0
402,,0
403,16-09-2021,1
404,,0
405,,0
406,,0
407,25-09-2021,1
408,,0
409,,0
410,,0
411,,0
412,,0
413,,0
414,,0
415,,0
416,2021-09-18,1
417,,0
418,,0
419,,0
420,,0
421,2022-05-11,1
422,,0
423,2021-08-13,1
424,,0
425,,0
426,,0
427,,0
428,,0
429,,0
430,01-10-2022,1
431,,0
432,,0
433,2023-02-14,1
434,,0
435,,0
436,,0
437,2022-07-21,1
438,,0
439,,0
440,2022-12-25,1
441,2022-01-03,1
442,,0
443,2023-04-30,1
444,,0
445,27-08-2022,1
446,2023-08-03,1
447,,0
448,2021-01-02,1
449,,0
450,2020-01-27,1
451,,0
452,2022-06-14,1
453,,0
454,2022-07-12,1
455,,0
456,29-03-2024,1
457,,0
458,,0
459,,0
460,,0
461,2024-04-19,1
462,2023-01-22,1
463,,0
464,,0
465,,0
466,,0
467,,0
468,,0
469,,0
470,,0
471,,0
472,,0
473,,0
474,15-08-2020,1
475,,0
476,,0
477,2020-09-17,1
478,,0
479,,0
480,,0
481,2021-03-19,1
482,,0
483,2023-12-30,1
484,,0
485,2023-10-13,1
486,,0
487,,0
488,,0
489,,0
490,,0
491,03-07-2021,1
492,2024-02-22,1
493,2024-03-09,1
494,,0
495,,0
496,,0
497,2024-07-10,1
498,,0
499,,0
500,,0
501,,0
502,,0
503,,0
504,,0
505,2022-05-23,1
506,22-08-2024,1
507,,0
508,,0
509,,0
510,,0
511,,0
512,,0
513,24-01-2022,1
514,2024-09-08,1
515,,0
516,,0
517,02-04-2024,1
518,13-08-2020,1
519,,0
520,,0
521,,0
522,2024-02-10,1
523,,0
524,,0
525,,0
526,2023-03-18,1
527,,0
528,,0
529,,0
530,,0
531,,0
532,2021-11-03,1
533,,0
534,,0
535,2024-04-30,1
536,,0
537,,0
538,,0
539,,0
540,,0
541,,0
542,,0
543,,0
544,,0
545,,0
546,2022-01-17,1
547,2024-02-27,1
548,,0
549,2023-03-19,1
550,2021-01-07,1
551,,0
552,2021-05-26,1
553,,0
554,2021-06-13,1
555,2020-06-16,1
556,05-08-2020,1
557,,0
558,,0
559,,0
560,,0
561,,0
562,,0
563,2024-12-01,1
564,2023-02-14,1
565,,0
566,,0
567,,0
568,,0
569,,0
570,,0
571,,0
572,,0
573,,0
574,11-10-2024,1
575,,0
576,,0
577,18-11-2024,1
578,,0
579,,0
580,,0
581,,0
582,,0
583,,0
584,,0
585,,0
586,2020-03-24,1
587,,0
588,2022-07-19,1
589,,0
590,,0
591,2024-01-03,1
592,10-10-2023,1
593,,0
594,,0
595,2023-09-09,1
596,,0
597,,0
598,,0
599,,0
600,2023-01-29,1
601,,0
602,,0
603,,0
604,2022-08-01,1
605,2023-01-26,1
606,,0
607,,0
608,,0
609,,0
610,,0
611,2021-10-15,1
612,,0
613,,0
614,,0
615,2021-09-30,1
616,,0
617,,0
618,2020-06-13,1
619,2021-11-25,0
620,,0
621,2022-08-08,1
622,,0
623,,0
624,,0
625,,0
626,,0
627,,0
628,,0
629,2024-03-15,1
630,2020-09-15,1
631,2023-05-11,1
632,2022-10-04,1
633,,0
634,,0
635,2022-08-13,1
636,,0
637,,0
638,,0
639,,0
640,,0
641,,0
642,,0
643,,0
644,,0
645,,0
646,2022-07-05,1
647,,0
648,,0
649,,0
650,,0
651,,0
652,,0
653,,0
654,,0
655,,0
656,2024-10-28,1
657,2020-12-24,1
658,,0
659,,0
660,2024-10-27,1
661,2023-11-30,1
662,,0
663,,0
664,,0
665,14-05-2022,1
666,,0
667,2023-09-10,0
668,,0
669,,0
670,2020-01-24,1
671,,0
672,,0
673,,0
674,,0
675,,0
676,2021-09-19,1
677,,0
678,,0
679,,0
680,,0
681,,0
682,,0
683,,0
684,,0
685,10-04-2020,1
686,2021-09-13,1
687,,0
688,,0
689,2021-04-05,1
690,,0
691,,0
692,,0
693,,0
694,,0
695,,0
696,09-01-2021,1
697,,0
698,,0
699,,0
700,,0
701,2022-01-23,1
702,,0
703,2020-12-20,1
704,,0
705,2024-02-15,1
706,2021-11-27,1
707,2022-01-14,0
708,,0
709,,0
710,,0
711,,0
712,,0
713,2024-09-06,1
714,,0
715,,0
716,,0
717,,0
718,,0
719,2024-09-09,1
720,2023-09-29,1
721,,0
722,,0
723,2021-12-01,1
724,,0
725,,0
726,,0
727,,0
728,,0
729,,0
730,,0
731,2021-07-02,1
732,,0
733,,0
734,,0
735,,0
736,2022-07-02,1
737,,0
738,,0
739,,0
740,,0
741,,0
742,2020-12-05,1
743,,0
744,2021-11-04,1
745,,0
746,,0
747,2021-05-08,1
748,,0
749,,0
750,2022-09-20,1
751,,0
752,,0
753,,0
754,,0
755,12-09-2020,1
756,,0
757,,0
758,,0
759,2022-12-07,1
760,2020-08-11,1
761,,0
762,2020-03-16,1
763,,0
764,15-07-2024,1
765,,0
766,2021-09-14,1
767,,0
768,,0
769,,0
770,,0
771,2020-07-21,1
772,2020-07-27,1
773,,0
774,,0
775,2021-09-19,1
776,,0
777,12-05-2022,0
778,,0
779,,0
780,2022-04-04,1
781,,0
782,,0
783,2020-05-15,1
784,,0
785,,0
786,,0
787,2023-05-03,1
788,2022-09-06,1
789,2020-11-25,1
790,2021-10-16,1
791,,0
792,,0
793,2024-09-12,1
794,2020-04-07,1
795,,0
796,,0
797,,0
798,,0
799,,0
800,,0
801,,0
802,,0
803,,0
804,,0
805,,0
806,,0
807,,0
808,,0
809,,0
810,2023-02-15,1
811,2024-09-12,1
812,2020-01-04,1
813,,0
814,,0
815,2024-10-09,1
816,,0
817,,0
818,,0
819,,0
820,,0
821,,0
822,,0
823,02-12-2021,1
824,,0
825,,0
826,,0
827,,0
828,,0
829,,0
830,,0
831,2024-06-11,1
832,,0
833,,0
834,,0
835,,0
836,,0
837,,0
838,,0
839,06-01-2021,1
840,,0
841,,0
842,,0
843,,0
844,2023-01-07,1
845,,0
846,,0
847,,0
848,2022-11-28,1
849,,0
850,,0
851,,0
852,,0
853,,0
854,,0
855,,0
856,,0
857,,0
858,,0
859,,0
860,,0
861,2024-03-29,1
862,2024-01-10,1
863,,0
864,2023-07-02,1
865,,0
866,14-10-2022,1
867,2021-01-29,1
868,,0
869,,0
870,,0
871,,0
872,2022-09-29,1
873,,1
874,,0
875,,0
876,2022-07-13,1
877,,0
878,,0
879,30-09-2020,1
880,,0
881,,0
882,,0
883,,0
884,,0
885,2021-10-10,1
886,,0
887,,0
888,,0
889,,0
890,27-09-2020,1
891,,0
892,,0
893,,0
894,,0
895,,0
896,,0
897,,0
898,,0
899,2020-03-22,1
900,2024-10-03,1
901,,0
902,,0
903,,0
904,,0
905,2022-12-11,1
906,,0
907,25-11-2023,1
908,,0
909,2021-01-21,1
910,2023-07-15,1
911,13-03-2021,1
912,,0
913,,0
914,,0
915,,0
916,,0
917,,0
918,,0
919,,0
920,,0
921,,0
922,,0
923,2022-01-23,1
924,2020-08-31,1
925,,0
926,2023-10-26,1
927,,0
928,,0
929,,0
930,,0
931,,0
932,,0
933,,0
934,2024-11-26,1
935,,0
936,,0
937,,0
938,,0
939,2020-03-25,1
940,,0
941,2021-05-28,1
942,,0
943,,0
944,2022-11-18,1
945,,0
946,,0
947,,0
948,,0
949,,0
950,,0
951,2020-04-22,1
952,,0
953,2020-04-15,1
954,,0
955,,0
956,,0
957,,0
958,2024-07-10,1
959,,0
960,,0
961,,0
962,,0
963,2020-06-09,1
964,2022-11-14,1
965,09-01-2021,1
966,,0
967,,0
968,2021-07-27,1
969,,0
970,2022-12-27,1
971,2021-11-11,1
972,,0
973,,0
974,,0
975,2021-12-25,1
976,,0
977,,0
978,2022-03-16,1
979,,0
980,,0
981,,0
982,,0
983,,0
984,2023-05-27,1
985,,0
986,,0
987,,0
988,,0
989,2021-06-05,1
990,,0
991,05-12-2021,1
992,,0
993,,0
994,26-07-2023,1
995,,0
996,,0
997,,0
998,,0
999,,0
1000,15-08-2023,1
1001,,0
1002,,0
1003,,0
1004,,0
1005,,0
1006,,0
1007,,0
1008,,0
1009,2023-07-03,1
1010,,0
1011,,0
1012,05-08-2020,1
1013,2023-03-06,1
1014,,0
1015,,0
1016,2024-09-02,1
1017,,0
1018,,0
1019,16-04-2020,1
1020,,0
1021,,0
1022,,0
1023,,0
1024,,0
1025,,0
1026,,0
1027,,0
1028,,0
1029,,0
1030,,0
1031,,0
1032,2024-01-06,1
1033,,0
1034,,0
1035,,0
1036,,0
1037,,0
1038,,0
1039,,0
1040,,0
1041,2021-11-15,1
1042,,0
1043,,0
1044,,0
1045,,0
1046,2020-01-28,1
1047,,0
1048,2024-02-13,1
1049,,0
1050,,0
1051,2021-07-15,1
1052,,0
1053,,0
1054,,0
1055,,0
1056,04-10-2020,1
1057,,0
1058,,0
1059,,0
1060,,0
1061,,0
1062,,0
1063,,0
1064,2021-04-16,1
1065,2020-09-15,1
1066,,0
1067,,0
1068,2020-02-14,1
1069,2021-07-04,1
1070,2022-05-26,1
1071,29-11-2020,1
1072,04-07-2024,1
1073,,0
1074,,0
1075,07-12-2024,1
1076,2023-05-01,1
1077,,0
1078,2020-11-08,1
1079,,0
1080,,0
1081,,0
1082,2021-12-27,1
1083,,0
1084,,0
1085,,0
1086,,0
1087,,0
1088,,0
1089,,0
1090,,0
1091,,0
1092,,0
1093,04-05-2020,1
1094,,0
1095,2020-12-04,0
1096,,0
1097,,0
1098,,0
1099,,0
1100,,0
1101,,0
1102,,0
1103,2020-03-27,1
1104,,0
1105,,0
1106,,0
1107,2024-05-06,1
1108,,0
1109,09-07-2023,1
1110,,0
1111,,0
1112,,0
1113,,0
1114,2021-08-09,1
1115,2022-10-16,1
1116,2021-07-25,1
1117,2022-12-03,1
1118,,0
1119,,0
1120,,0
1121,,0
1122,,0
1123,,0
1124,,0
1125,2021-12-19,1
1126,,0
1127,,0
1128,,0
1129,,0
1130,,0
1131,2021-01-26,1
1132,,0
1133,,0
1134,2023-02-15,1
1135,,0
1136,,0
1137,,0
1138,,0
1139,,0
1140,,0
1141,,0
1142,2024-12-06,1
1143,,0
1144,,0
1145,10-11-2024,1
1146,,0
1147,,0
1148,,0
1149,,0
1150,,0
1151,,0
1152,,0
1153,,0
1154,,0
1155,,0
1156,2022-03-26,1
1157,29-08-2020,0
1158,,0
1159,,0
1160,,0
1161,,0
1162,,0
1163,,0
1164,,0
1165,,0
1166,03-10-2022,1
1167,,0
1168,,0
1169,,0
1170,2020-05-24,1
1171,,0
1172,,0
1173,,0
1174,2023-07-27,1
1175,,0
1176,2022-03-14,1
1177,,0
1178,,0
1179,2023-11-16,1
1180,2023-05-18,1
1181,,0
1182,,0
1183,,0
1184,,0
1185,,0
1186,,0
1187,2024-10-07,1
1188,2021-08-04,1
1189,,0
1190,,0
1191,2024-12-24,1
1192,2023-11-22,1
1193,,0
1194,,0
1195,,0
1196,2021-01-11,1
1197,2024-05-30,1
1198,,0
1199,,0
1200,,0
1201,,0
1202,,0
1203,,0
1204,,0
1205,,0
1206,,0
1207,,0
1208,,0
1209,,0
1210,,0
1211,,0
1212,,0
1213,,0
1214,2023-07-03,1
1215,15-11-2022,1
1216,21-03-2024,1
1217,,0
1218,,0
1219,,0
1220,,0
1221,,0
1222,2021-01-04,1
1223,2023-09-05,1
1224,,0
1225,,0
1226,,0
1227,,0
1228,,0
1229,,0
1230,,0
1231,2022-03-30,0
1232,,0
1233,2021-09-23,1
1234,,0
1235,2021-05-31,1
1236,,0
1237,,0
1238,,0
1239,,0
1240,,0
1241,,0
1242,03-09-2022,1
1243,,0
1244,,0
1245,,0
1246,,0
1247,29-07-2021,1
1248,2021-11-05,1
1249,2023-06-12,1
1250,,0
1251,,0
1252,,0
1253,2023-02-18,1
1254,2024-09-18,1
1255,,0
1256,,0
1257,,0
1258,20-09-2020,1
1259,,0
1260,,0
1261,,0
1262,,0
1263,2024-06-05,1
1264,,0
1265,2023-10-19,1
1266,2022-06-27,1
1267,,0
1268,,0
1269,2020-11-09,1
1270,2022-04-27,1
1271,,0
1272,,0
1273,,0
1274,2020-04-05,1
1275,,0
1276,2024-08-05,0
1277,,0
1278,25-09-2024,0
1279,,0
1280,17-01-2023,1
1281,2021-04-13,1
1282,,0
1283,2021-01-15,1
1284,,0
1285,2023-12-10,1
1286,,0
1287,,0
1288,2024-11-16,1
1289,2021-02-14,1
1290,,0
1291,,0
1292,,0
1293,,0
1294,,0
1295,,0
1296,,0
1297,,0
1298,2022-05-28,1
1299,2021-05-18,1
1300,,0
1301,,0
1302,,0
1303,2024-01-11,1
1304,,0
1305,,0
1306,,0
1307,,0
1308,,0
1309,,0
1310,,0
1311,,0
1312,,0
1313,,0
1314,,0
1315,,0
1316,,0
1317,,0
1318,2023-12-15,1
1319,,0
1320,2024-09-28,1
1321,,0
1322,,0
1323,,0
1324,,0
1325,,0
1326,,0
1327,2022-06-29,1
1328,,0
1329,,0
1330,,0
1331,,0
1332,,0
1333,,0
1334,,0
1335,2020-02-07,1
1336,2023-08-11,1
1337,2022-01-30,1
1338,2024-11-08,1
1339,,0
1340,2023-03-31,1
1341,,0
1342,2022-09-10,1
1343,,0
1344,,0
1345,,0
1346,,0
1347,,0
1348,,1
1349,,0
1350,,0
1351,,0
1352,,0
1353,03-04-2024,1
1354,,0
1355,,0
1356,,0
1357,,0
1358,2021-03-02,1
1359,,0
1360,,0
1361,,0
1362,,0
1363,,0
1364,,0
1365,,0
1366,,0
1367,,0
1368,,0
1369,,0
1370,,0
1371,,0
1372,,0
1373,,0
1374,,0
1375,,1
1376,,0
1377,2020-08-11,1
1378,2022-02-15,1
1379,,0
1380,25-09-2024,1
1381,,0
1382,2021-12-13,1
1383,2022-02-10,1
1384,2020-07-20,1
1385,,0
1386,,0
1387,2024-01-02,1
1388,,0
1389,,0
1390,,0
1391,2023-08-17,1
1392,,0
1393,,0
1394,,0
1395,2022-08-09,1
1396,,0
1397,,0
1398,,0
1399,,0
1400,,0
1401,,0
1402,2024-08-26,1
1403,,0
1404,2024-01-28,1
1405,,0
1406,,0
1407,,0
1408,,0
1409,,0
1410,,0
1411,,0
1412,,0
1413,,0
1414,,0
1415,,0
1416,2020-08-31,1
1417,,0
1418,,0
1419,,0
1420,,0
1421,2020-11-11,1
1422,19-03-2021,1
1423,,0
1424,,0
1425,,0
1426,,0
1427,,0
1428,,0
1429,2021-07-21,1
1430,,0
1431,,0
1432,2024-04-02,1
1433,2021-12-27,1
1434,,0
1435,,0
1436,,0
1437,,0
1438,,0
1439,,0
1440,,0
1441,,0
1442,,0
1443,,0
1444,2021-03-22,1
1445,,0
1446,,0
1447,,0
1448,,0
1449,,0
1450,,0
1451,16-07-2023,1
1452,,0
1453,,0
1454,,0
1455,2021-02-01,1
1456,2023-03-07,1
1457,,0
1458,,0
1459,2024-10-14,1
1460,,0
1461,,0
1462,,0
1463,,0
1464,,0
1465,,0
1466,,0
1467,,0
1468,,0
1469,,0
1470,,0
1471,2020-02-27,1
1472,,0
1473,,0
1474,,0
1475,2022-04-29,1
1476,,0
1477,2021-11-10,1
1478,2023-10-09,1
1479,,0
1480,02-12-2020,1
1481,,0
1482,,0
1483,,0
1484,,0
1485,,0
1486,23-03-2020,1
1487,,0
1488,2021-03-18,1
1489,,0
1490,,0
1491,2024-10-16,1
1492,,1
1493,2024-05-26,1
1494,23-12-2024,1
1495,,0
1496,,0
1497,,0
1498,,0
1499,,0
1500,,0
1501,,0
1502,,0
1503,,0
1504,,0
1505,,0
1506,2024-12-21,1
1507,,0
1508,2021-05-07,1
1509,,0
1510,2021-07-16,1
1511,,0
1512,2024-09-18,1
1513,,0
1514,,0
1515,2020-06-21,1
1516,,0
1517,,0
1518,2023-06-12,1
1519,,0
1520,,0
1521,,0
1522,13-05-2022,1
1523,2024-12-11,1
1524,,0
1525,,0
1526,,0
1527,,0
1528,,0
1529,,0
1530,,0
1531,,0
1532,,0
1533,,0
1534,,0
1535,,0
1536,2020-08-04,1
1537,,0
1538,,0
1539,,0
1540,,0
1541,,0
1542,,0
1543,2023-08-21,1
1544,,0
1545,,0
1546,30-11-2023,1
1547,,0
1548,,0
1549,,0
1550,,0
1551,2024-12-27,1
1552,2024-12-25,1
1553,,0
1554,,1
1555,2022-02-03,1
1556,2023-05-11,1
1557,,0
1558,,0
1559,,0
1560,,0
1561,29-01-2020,1
1562,,0
1563,,0
1564,2024-03-09,1
1565,,0
1566,29-06-2021,1
1567,2023-10-29,1
1568,,0
1569,,0
1570,,0
1571,,0
1572,,0
1573,,0
1574,,0
1575,,0
1576,,0
1577,,0
1578,,0
1579,03-10-2020,1
1580,,0
1581,2020-06-29,1
1582,,0
1583,,0
1584,2023-04-15,1
1585,,0
1586,2020-04-25,1
1587,,0
1588,2022-08-07,1
1589,,0
1590,,0
1591,2020-07-19,1
1592,18-08-2021,1
1593,,0
1594,2024-12-08,1
1595,2023-08-26,1
1596,,0
1597,,0
1598,,0
1599,,0
1600,,0
1601,,0
1602,,0
1603,17-05-2021,1
1604,,0
1605,,0
1606,,0
1607,,0
1608,,0
1609,28-01-2022,1
1610,,0
1611,,0
1612,,0
1613,,0
1614,,0
1615,2022-08-01,1
1616,2022-02-04,1
1617,,0
1618,,0
1619,2023-02-24,1
1620,,0
1621,,0
1622,,0
1623,,0
1624,,0
1625,,0
1626,,0
1627,,0
1628,,0
1629,,0
1630,2021-08-18,1
1631,,0
1632,,0
1633,,0
1634,,0
1635,,0
1636,,0
1637,2021-02-27,1
1638,,0
1639,,0
1640,,0
1641,2021-03-05,1
1642,,0
1643,2021-12-24,1
1644,,0
1645,,0
1646,,0
1647,,0
1648,2021-05-29,1
1649,2022-10-15,1
1650,,0
1651,03-04-2024,1
1652,,0
1653,2023-01-01,1
1654,,0
1655,,0
1656,,0
1657,2020-02-11,1
1658,,0
1659,,0
1660,2024-02-27,1
1661,2021-08-30,1
1662,,0
1663,,0
1664,,0
1665,01-01-2024,1
1666,,0
1667,2020-12-03,1
1668,,0
1669,2020-10-22,1
1670,15-10-2020,1
1671,,0
1672,,0
1673,,0
1674,,0
1675,,0
1676,,0
1677,2023-03-23,1
1678,,0
1679,,0
1680,,0
1681,,0
1682,,0
1683,2023-04-22,1
1684,,0
1685,,0
1686,,0
1687,,0
1688,,0
1689,2022-01-14,1
1690,,1
1691,2021-04-14,1
1692,,0
1693,,0
1694,2022-06-30,1
1695,,0
1696,,0
1697,,0
1698,,0
1699,,0
1700,,0
1701,30-05-2024,1
1702,,0
1703,,0
1704,,0
1705,,0
1706,,0
1707,,0
1708,,0
1709,,0
1710,2024-12-05,0
1711,,0
1712,,0
1713,,0
1714,,0
1715,,0
1716,,0
1717,,0
1718,,0
1719,,0
1720,,0
1721,,0
1722,10-12-2020,1
1723,2024-02-05,1
1724,,0
1725,,0
1726,28-09-2020,1
1727,2020-12-12,1
1728,,0
1729,2023-04-12,1
1730,,0
1731,2021-07-04,1
1732,,0
1733,,0
1734,,0
1735,,0
1736,,0
1737,,0
1738,,0
1739,,0
1740,,0
1741,,0
1742,,0
1743,,0
1744,,0
1745,,0
1746,14-12-2021,1
1747,,0
1748,,0
1749,,0
1750,,0
1751,,0
1752,,0
1753,,0
1754,2021-07-08,1
1755,2021-04-14,1
1756,,0
1757,,0
1758,,0
1759,,0
1760,,0
1761,,0
1762,,0
1763,,0
1764,2021-01-24,1
1765,,0
1766,,0
1767,,0
1768,,0
1769,,0
1770,2021-09-01,1
1771,,0
1772,2020-03-23,1
1773,,0
1774,,0
1775,,0
1776,,0
1777,,0
1778,17-03-2020,1
1779,,0
1780,,0
1781,,0
1782,2021-03-15,1
1783,,0
1784,,0
1785,,0
1786,,0
1787,2021-01-02,1
1788,,0
1789,,0
1790,17-09-2020,1
1791,2023-11-19,1
1792,,0
1793,,0
1794,,0
1795,2024-04-04,1
1796,2020-10-02,1
1797,,0
1798,,0
1799,,0
1800,09-12-2021,1
1801,,0
1802,,0
1803,,0
1804,,0
1805,,0
1806,,0
1807,,0
1808,,0
1809,,0
1810,,0
1811,,0
1812,,0
1813,,0
1814,,0
1815,2023-05-17,1
1816,,0
1817,,0
1818,,0
1819,,0
1820,,0
1821,,0
1822,2021-03-26,1
1823,,0
1824,,0
1825,,0
1826,,0
1827,2024-05-26,1
1828,2024-01-02,1
1829,,0
1830,,0
1831,,0
1832,2024-03-02,1
1833,,0
1834,2022-09-15,1
1835,28-01-2022,1
1836,,0
1837,,0
1838,,0
1839,,0
1840,2021-06-20,1
1841,,0
1842,,0
1843,,0
1844,26-05-2020,1
1845,,0
1846,,0
1847,,0
1848,,0
1849,2021-02-07,1
1850,,0
1851,,0
1852,2023-09-18,1
1853,2024-09-26,1
1854,,0
1855,,0
1856,2022-07-19,1
1857,,0
1858,2023-08-11,1
1859,,0
1860,,0
1861,,0
1862,,0
1863,2022-09-29,1
1864,2023-03-07,1
1865,,0
1866,,0
1867,2020-01-24,1
1868,2024-03-14,1
1869,,0
1870,,0
1871,,0
1872,2023-05-21,1
1873,,0
1874,2020-09-27,1
1875,,0
1876,,1
1877,,0
1878,,0
1879,,0
1880,,0
1881,,0
1882,,0
1883,,0
1884,,0
1885,,0
1886,,0
1887,,0
1888,,0
1889,,0
1890,,0
1891,,0
1892,,0
1893,,0
1894,,0
1895,,0
1896,,0
1897,,0
1898,2022-05-06,1
1899,15-08-2020,1
1900,2021-10-23,1
1901,,0
1902,2021-05-10,1
1903,2024-05-23,1
1904,2021-10-05,1
1905,2021-09-13,1
1906,,0
1907,,0
1908,,0
1909,,0
1910,,0
1911,2024-11-05,1
1912,,0
1913,,0
1914,,0
1915,2024-08-30,1
1916,,0
1917,,0
1918,,0
1919,,0
1920,27-12-2023,1
1921,,0
1922,,0
1923,,0
1924,,0
1925,,0
1926,,0
1927,,0
1928,2022-04-10,1
1929,,0
1930,,0
1931,,0
1932,,0
1933,,0
1934,,0
1935,,0
1936,,0
1937,2021-02-23,1
1938,,0
1939,,0
1940,,0
1941,,0
1942,2023-08-20,1
1943,,0
1944,,0
1945,23-04-2023,1
1946,,0
1947,2023-12-19,1
1948,,0
1949,,0
1950,,0
1951,,0
1952,,0
1953,,0
1954,2021-07-24,1
1955,,0
1956,,0
1957,,0
1958,,0
1959,,0
1960,2024-03-04,1
1961,,0
1962,,0
1963,,0
1964,2024-01-11,1
1965,2022-09-28,1
1966,2022-10-16,1
1967,,0
1968,,0
1969,,0
1970,,0
1971,2021-12-25,1
1972,,0
1973,2023-10-06,1
1974,,0
1975,,0
1976,2020-01-30,1
1977,2024-01-19,1
1978,2024-11-27,1
